CODE;ENGLISH;;;;;;;;;;;;;;;
EVT_8007692_B;죽음으로의 전쟁이다!;;;;;;;;;;;;;;;
EVT_8007693_DESC;10월 24일, 국제연합 안전보장이사회는 모든 당사국들이 정전조건 준수할 것을 재차 촉구한 결의안 339호를 통과시켰습니다. 이집트 전선에서의 격렬한 전투는 대부분 10월 26일까지 끝났지만, 휴전선을 따라 소규모의 충돌과 공습이 있었습니다. 이스라엘이 일부 진전을 이룬 가운데 미국은 국제연합 탈퇴 결의안을 지지하겠다고 위협했지만, 이스라엘이 호응하기도 전에 이집트에서 놀라운 메시지를 보냈습니다. 이스라엘과의 대화에 기꺼이 뛰어든 것입니다. 시나이반도를 비무장지대로 반환하면 이스라엘에 대한 영유권을 포기할 것이며, 이스라엘을 공인하는 동시에 독립선언 이후 존재했던 전쟁 상태를 종식하겠다고 밝혔습니다. 그들은 우리의 제안을 받아들였습니다. 이제 그들은 시나이반도를 비무장지대로 반환할 것이며, 대신 우리는 이스라엘에 대한 모든 영유권을 포기하는 동시에 그들을 공인하고 이스라엘 독립선언 이후 존재했던 전쟁 상태를 종식할 것입니다.;;;;;;;;;;;;;;;
EVT_8007694_NAME;캠프데이비드 협정;;;;;;;;;;;;;;;
EVT_8007693_DESC;10월 24일, 국제연합 안전보장이사회는 모든 당사국들이 정전조건 준수할 것을 재차 촉구한 결의안 339호를 통과시켰습니다. 이집트 전선에서의 격렬한 전투는 대부분 10월 26일까지 끝났지만, 휴전선을 따라 소규모의 충돌과 공습이 있었습니다. 이스라엘이 일부 진전을 이룬 가운데 미국은 국제연합 탈퇴 결의안을 지지하겠다고 위협했지만, 이스라엘이 호응하기도 전에 이집트에서 놀라운 메시지를 보냈습니다. 이스라엘과의 대화에 기꺼이 뛰어든 것입니다. 시나이반도를 비무장지대로 반환하면 이스라엘에 대한 영유권을 포기할 것이며, 이스라엘을 공인하는 동시에 독립선언 이후 존재했던 전쟁 상태를 종식하겠다고 밝혔습니다. 그들은 우리의 제안을 받아들였습니다. 이제 그들은 시나이반도를 비무장지대로 반환할 것이며, 대신 우리는 이스라엘에 대한 모든 영유권을 포기하는 동시에 그들을 공인하고 이스라엘 독립선언 이후 존재했던 전쟁 상태를 종식할 것입니다.;;;;;;;;;;;;;;;
EVT_8007694_A;불공평하다.;;;;;;;;;;;;;;;
EVT_8007695_NAME;$YEAR$년 이스라엘-이집트 평화조약;;;;;;;;;;;;;;;
EVT_8007695_DESC;1978년 9월 17일 이집트의 안와르 엘 사다트 대통령과 이스라엘의 메나켐 베긴 총리는 캠프 데이비드에서 12일간의 비밀협상 끝에 캠프 데이비드 합의에 서명했습니다. 둘은 백악관에서 지미 카터 미국 대통령이 목격하는 가운데 서명했습니다. 두번째 합의는 1979년 이집트-이스라엘 평화조약으로 직결되었습니다. 이 합의로 인해, 사다트와 베긴은 1978년 노벨평화상을 공동수상했습니다.;;;;;;;;;;;;;;;
EVT_8007695_A;알았다.;;;;;;;;;;;;;;;
EVT_8007697_NAME;제1차 아랍인 반란;;;;;;;;;;;;;;;
EVT_8007697_DESC;제1차 아랍인 반란은 이스라엘의 팔레스타인 점령에 반대하는 팔레스타인인들의 봉기로, 1987년 12월부터 1991년 마드리드 회의에 이르기까지 진행했습니다. 이는 12월 9일 자발리아 난민촌에서의 팔레스타인과 이스라엘 시민들의 사망사건 후에 시작됐습니다. 이스라엘 육군 트럭이 네 명의 팔레스타인인이 탑승한 차량을 들이받아 살해하자 긴장이 최고조에 달했습니다. 이번 충돌이 고의적으로 저지른 행위라는 소문은 아랍 전역으로 빠르게 퍼졌습니다. 이스라엘은 총파업과 보이콧, 시민 불복종, 광범위한 돌과 화염병 투척에 대응해 8만명의 병력을 배치해 봉기를 진압했고, '팔레스타인 뼈의 파괴'와 민간인에 대한 실탄사용정책을 채택했습니다. 이스라엘 방위군은 팔레스타인인 1,087명을 사살했고, 팔레스타인은 이스라엘 민간인 100명과 이스라엘 보안군 직원 60명을 사살했으며 이스라엘 민간인 1,400여 명과 군인 1,700여 명에게 부상을 입혔습니다. 팔레스타인은 또한 협력자로 추정되는 822명의 다른 팔레스타인인들을 살해했습니다. (사실 이스라엘 당국과 접촉한 것으로 증명된 사람은 절반도 되지 않습니다.);;;;;;;;;;;;;;;
EVT_8007697_A;어떠한 저항도 분쇄한다.;;;;;;;;;;;;;;;
EVT_8007697_B;팔레스타인의 필연성을 받아들인다.;;;;;;;;;;;;;;;
EVT_8007698_NAME;제2차 아랍인 반란;;;;;;;;;;;;;;;
EVT_8007698_DESC;제2차 아랍인 반란은 이스라엘의 팔레스타인 점령에 반대하는 봉기입니다. 팔레스타인을 어떻게 다뤄야 할까요? 팔레스타인 해방기구는 이스라엘을 공인한 모든 지역은 그 책임을 져야할 것이라고 선언했습니다.;;;;;;;;;;;;;;;
EVT_8007698_A;봉기를 진합하고 가자에서 철수한다.;;;;;;;;;;;;;;;
EVT_8007698_B;팔레스타인은 있어서는 안된다!;;;;;;;;;;;;;;;
EVT_8007698_C;자치를 허용한다.;;;;;;;;;;;;;;;
EVT_8008752_NAME;해안도로 학살;;;;;;;;;;;;;;;
EVT_8008752_DESC;팔레스타인 난민들을 대표해 남부에서 활동하는 레바논 내전 파벌 중 하나가 우리 영토에서 엄청난 테러를 저질렀습니다. 국민, 특히 국경 근처의 국민들은 정의를 요구하며, 기독교도들 또한 수니파 반군의 땅을 빼앗아 자신들에게 돌려준다면 반대하지 않을 것입니다. 빨리 행동하지 않으면 더 많은 공격이 시작될지도 모릅니다.;;;;;;;;;;;;;;;
EVT_8008752_A;공격을 멈추고 기독교도들의 영토를 점령한다.;;;;;;;;;;;;;;;
EVT_8008752_B;우리 땅이 아니다.;;;;;;;;;;;;;;;
EVT_8008753_NAME;리타니 작전;;;;;;;;;;;;;;;
EVT_8008753_DESC;팔레스타인 난민으로 이뤄진 남부 반군이 시돈을 넘어 현재 리타니강 부근을 장악한 이스라엘을 공격했습니다. 현재 계획은 이 땅을 이용해 내전 파벌을 지원하는 것입니다. 불행하게도, 그들은 아직 땅을 반환할 계획을 밝히지 않았습니다.;;;;;;;;;;;;;;;
EVT_8008753_A;재앙이다!;;;;;;;;;;;;;;;
EVT_8008754_NAME;5.17 합의;;;;;;;;;;;;;;;
EVT_8008754_DESC;내전이 끝난 가운데 국제연합의 지원을 받은 이스라엘이 조약을 제안했습니다. 만약 중동 전쟁 이후 지속돼온 이스라엘과의 전쟁을 종식하기로 동의한다면 이스라엘은 즉시 남부 레바논에서 철수할 것입니다. 이를 통해 추가적인 외교적 발판이 마련될 것입니다.;;;;;;;;;;;;;;;
EVT_8008754_A;조약에 서명한다.;;;;;;;;;;;;;;;
EVT_8008754_B;그 땅은 값어치보다 더 골칫거리다.;;;;;;;;;;;;;;;
EVT_8008755_NAME;$FROMCOUNTRY$의 조약 동의;;;;;;;;;;;;;;;
EVT_8008755_DESC;$FROMCOUNTRY$이(가) 중동 전쟁 이후 처음으로 공식적인 평화를 맺기로 합의했습니다. 우리측이 레바논에서 군대를 철수한다면 우리의 팔레스타인 통치에 동의할 것입니다. 이 조약이 성공한다면 국경 공인부터 시작해 $FROMCOUNTRY$과(와) 여러 외교를 시작할 수 있습니다.;;;;;;;;;;;;;;;
EVT_8008755_B;안전 보장을 위해 점령을 계속해야 한다.;;;;;;;;;;;;;;;
EVT_8001949_NAME;The Israeli-Palestinian Law of Return;;;;;;;;;;;;;;;
EVT_8001949_DESC;The agreement upon formation of a binational state is that both Jews and Arabs have a right to land and a law of return.;;;;;;;;;;;;;;;
EVT_8001949_A;Time to secure our future for the children of Ishmael and Isaac.;;;;;;;;;;;;;;;
EVT_19471947_NAME;디아스포라의 끝;;;;;;;;;;;;;;;
EVT_19471947_DESC;선택받은 사람들의 역사는 그 어느 것보다도 길지만 슬픕니다. 그 역사는 노예제, 억압, 게토, 대량학살 그리고 디아스포라로 얼룩져 있습니다.\n유대인의 민족의식을 그을린 것은 바로 유럽 유대인의 2/3을 조직적으로 몰살한 홀로코스트입니다. 이는, 그리고 디아스포라의 전체 역사는 이방인들과의 삶의 자연스러운 결과입니다.\n마침내 우리 땅에서 자유인으로서 살고, 우리 집에서 평화롭게 죽을 수 있습니다. 세상은 우리의 자유로 자유로워질 것이고, 우리의 부로 풍요로워질 것이며 우리의 위대함으로 확대될 것입니다. 그리고 우리가 자신의 복지를 위해 무엇을 시도하든, 인류의 이익에는 강력하고 유익한 반응을 보일 것입니다.;;;;;;;;;;;;;;;
EVT_19471947_A;고향을 위해 싸우겠다.;;;;;;;;;;;;;;;
