CODE;ENGLISH;;;;;;;;;;;x
Opportunity to Steal Research;연구 탈취 기회;;;;;;;;;;;;;
Our spies have gained the opportunity to steal research from another nation. Should we allow them to steal the research?;국내 첩보요원들이 타국의 연구자료를 훔칠 기회를 얻었습니다. 연구를 훔치도록 놔둬야 할까요?;;;;;;;;;;;x
Yes;그래.;;;;;;;;;;;x
No;아니.;;;;;;;;;;;x
Opportunity to Arrest the Opposition;야당 체포 기회;;;;;;;;;;;x
Our spies have gained the opportunity to arrest major opposition leaders. Should we give them the go ahead?;국내 첩보요원들이 주요 야당 지도부 체포할 기회를 얻었습니다. 체포하도록 놔둬야 할까요?;;;;;;;;;;;x
Opportunity to Gain Diplomatic Influence;영향력 강화 기회;;;;;;;;;;;x
Our spies have gained the opportunity to undermine sphere of another nation. Should we give them the go ahead?;국내 첩보요원들이 타국의 영향권을 약화할 기회를 얻었습니다. 약화하도록 놔둬야 할까요?;;;;;;;;;;;x
Exchange Intelligence with Ally?;동맹과의 정보 교환?;;;;;;;;;;;x
We have some secrets that we can exchange with a foreign government in exchange for better relations. Should we proceed?;관계 개선을 대가로 여러 비밀들을 외국 정부와 교환할 수 있습니다. 진행할까요?;;;;;;;;;;;x
Secrets are meant to be shared;비밀은 공유해야 의미가 있는 법이다.;;;;;;;;;;;x
Assassinate Foreign Politician?;외국 정치인 암살?;;;;;;;;;;;x
An opportunity has arisen which allows us to assassinate a prominent politician in a state unfriendly with us.;비우호적인 국가의 저명한 정치인을 암살할 기회가 찾아왔습니다.;;;;;;;;;;;x
Kill him (Risk of war);그를 죽인다(전쟁 발발 가능).;;;;;;;;;;;x
No, thanks;사양한다.;;;;;;;;;;;x
Prominent Politician Assassinated;주요 정치인 피살;;;;;;;;;;;x
Take revenge on $FROMCOUNTRY$!;$FROMCOUNTRY$에게 복수하겠다!;;;;;;;;;;;x
Chicken out;도망가!;;;;;;;;;;;x
A Quid Pro Quo?;보상?;;;;;;;;;;;x
No foreign interference in $COUNTRY_ADJ$ elections!;$COUNTRY$ 선거에 외국의 개입은 없다!;;;;;;;;;;;x
Assassinate Exiled Dissident?;망명 중인 반체제 인사 암살?;;;;;;;;;;;x
Everyone does it so why shouldn't we?;다들 그러는데 왜 우리만 안 되지?;;;;;;;;;;;x
Kill him (Risk of 5 infamy);죽인다(악명 : + 5);;;;;;;;;;;x
Exiled $FROMCOUNTRY_ADJ$ Dissident Assassinated;망명 중인 $FROMCOUNTRY_ADJ$ 정치인 피살;;;;;;;;;;;x
This is an infringement of $COUNTRY_ADJ$ sovereignty!;$COUNTRY$에 대한 주권 침해 행위다!;;;;;;;;;;;x
Say nothing, diplomatically;아무 말도 하지 않는다. 외교적으로는.;;;;;;;;;;;x
Federation with Malaysia?;말레이시아 연방?;;;;;;;;;;;x
Now that Sarawak is an independent country, should we join Malaysia who shares a similar culture to us?;사라왁이 이제 독립국이니 비슷한 문화를 공유하는 말레이시아에 합류해야 할까요?;;;;;;;;;;;x
Sign the Act of Union;연합법에 서명한다.;;;;;;;;;;;x
Retain our independence don't sign the Act;연합법에 서명하는 대신 독립을 유지한다.;;;;;;;;;;;x
Federation with Malaysia?;말레이시아 연방?;;;;;;;;;;;x
Now that Sabah is an independent country, should we join Malaysia who shares a similar culture to us?;사바가 이제 독립국이니 비슷한 문화를 공유하는 말레이시아에 합류해야 할까요?;;;;;;;;;;;x
Cooperation allows for better oil price manipulation;협력을 통해 유가를 더 잘 조작할 수 있다.;;;;;;;;;;;x;
New United Nations Headquarters;새로운 국제연합 본부;;;;;;;;;;;x;
For the advancement of world peace;세계평화의 발전을 위해서.;;;;;;;;;;;x;
Colonies of Daman & Diu;다만-디우 식민지;;;;;;;;;;;x;
If Goa ever reverted to Indian rule we will lose them;만약 고아가 인도의 지배로 되돌아간다면 그곳들도 잃겠지.;;;;;;;;;;;x;
Colonies of Karikal & Yanaon;카리칼-야나옹 식민지;;;;;;;;;;;x;
If Pondicherry ever reverted to Indian rule we will lose them;만약 퐁디셰리가 인도의 지배로 되돌아간다면 그곳들도 잃겠지.;;;;;;;;;;;x;
Night of the Long Knives;암살자의 밤;;;;;;;;;;;x;
Let slip the dogs of betrayal;배신자들을 모두 발설한다.;;;;;;;;;;;x;
Future of the Internet;인터넷의 미래;;;;;;;;;;;x;
Leave it to the auspices of the UN;국제연합의 보호에 맡긴다.;;;;;;;;;;;x;
Let the top superpower have it;제1초강대국에게 맡긴다.;;;;;;;;;;;x;
Rotate ownership between great powers;강대국끼리 돌아가며 맡긴다.;;;;;;;;;;;x;
$FROMCOUNTRY$ has gained control of ICANN;$FROMCOUNTRY$의 국제인터넷주소관리기구 통제권 획득;;;;;;;;;;;x;
The economic and global strength of $FROMCOUNTRY$ has allowed them to buy over our ownership of the Internet Corporation for Assigned Names and Numbers.;$FROMCOUNTRY$의 경제적/세계적 강세가 국제인터넷주소관리기구의 소유권을 인수할 수 있도록 했습니다.;;;;;;;;;;;x;
How dare they challenge our internet hagemony?!;어떻게 감히 우리의 인터넷 패권에 도전할 수 있는 것인가?;;;;;;;;;;;x;
Chairmanship of ICANN rotates;국제인터넷주소관리기구 의장국 교대;;;;;;;;;;;x;
As the chairmanship of ICANN rotates every 5 years, it is time to rotate the chairmanship to another country.;국제인터넷주소관리기구 의장직은 5년마다 교대합니다. 따라서 이제 의장직을 다른 나라와 교대해야 할 때입니다.;;;;;;;;;;;x;
Introduction of Communist Rule;공산주의자 통치 도입;;;;;;;;;;;x;
$COUNTRY$ has become a member of the Warsaw Pact, hence because of the Brezhnev doctrine, we must have a communist government.;$COUNTRY$이(가) 바르샤바 조약기구의 회원국 지위를 획득했습니다. 따라서 브레주네프 원칙에 따라 공산주의 체제여야만 합니다.;;;;;;;;;;;x;
The $MONARCHTITLE$ is supreme once more;$MONARCHTITLE$이(가) 다시 한 번 패권을 쥔다.;;;;;;;;;;;x;
Strategic Bombardment by $FROMCOUNTRY$;적국의 전략폭격;;;;;;;;;;;x;
Oh the humanity!;아! 인간애여!;;;;;;;;;;;x;
UN demands punishment for $COUNTRY$ war crimes;국제연합의 $COUNTRY$ 전쟁범죄 처벌 요구;;;;;;;;;;;x;
We are now in the hands of the UNSC!;우리나라의 미래는 국제연합 상임이사회의 손에 달렸다!;;;;;;;;;;;x;
War Trial for $FROMCOUNTRY$'s War Crimes?;$FROMCOUNTRY$ 전쟁범죄 재판?;;;;;;;;;;;x;
Support!;찬성한다!;;;;;;;;;;;x;
Veto!;반대한다!;;;;;;;;;;;x;
War Trial for $COUNTRY_ADJ$ War Crimes;$COUNTRY$ 전쟁범죄 재판;;;;;;;;;;;x;
This is a show trial!;인민재판이다!;;;;;;;;;;;x;
Ravages of War;전쟁의 피해;;;;;;;;;;;x;
May peace come soon;곧 평화가 오기를 빈다.;;;;;;;;;;;x;
Lost access to the Arctic Trading Route;북극 무역로에 대한 접근권 상실;;;;;;;;;;;x;
As we no longer have any more naval bases, we cannot continue to participate in the Arctic trading route.;해군기지가 사라지면서 북극 무역로에 계속 참여할 자격을 상실했습니다.;;;;;;;;;;;x;
Sad;애석하다.;;;;;;;;;;;x;
Loss of Arctic Trading Route Monopoly;북극 무역 독점 상실;;;;;;;;;;;x;
$FROMCOUNTRY$ has managed to buy off our monopolistic rights to the Arctic Trading Route causing us to lose our monopoly in the Arctic.;$FROMCOUNTRY$이(가) 북극 무역로에 대한 독점권 매입에 성공하면서 북극에서의 독점권을 상실했습니다.;;;;;;;;;;;x;
A catastrophe;재앙이다.;;;;;;;;;;;x;
$YEAR$ World Economic Forum;$YEAR$년 세계경제포럼;;;;;;;;;;;x;
Give a rousing speech on free trade!;자유무역에 대해 열띤 연설을 발표한다!;;;;;;;;;;;x;
Encourage economic aid to the third world;제3세계에 대한 경제적 지원을 장려한다.;;;;;;;;;;;x;
Promote climate controls!;기후 조절을 촉진한다!;;;;;;;;;;;x;
Diplomatic neutrality violated;외교적 중립 침해;;;;;;;;;;;x;
Neutral $COUNTRY$'s diplomatic immunity has been violated. All nations at war with $COUNTRY$ will be punished by the international community.;중립국인 $COUNTRY$의 외교적 면책권이 침해받았습니다. $COUNTRY$과(와) 교전 중인 모든 국가는 이제 국제사회의 처벌을 받을 것입니다.;;;;;;;;;;;x;
We need their support;그들의 지원이 필요하다.;;;;;;;;;;;x;
Diplomatic neutrality restored;외교적 중립 회복;;;;;;;;;;;x;
Peace has returned to our country. The international community celebrates the return to the rule of law.;국내에 다시 평화가 돌아왔습니다. 국제사회가 법치주의로의 복귀를 축하합니다.;;;;;;;;;;;x;
We thank the international community for their support;국제사회의 지원에 감사를 표한다.;;;;;;;;;;;x;
Indo-Pakistan Conflict;인도-파키스탄 갈등;;;;;;;;;;;x;
Unite the subcontinent under one flag;아대륙을 한 깃발 아래 통합한다.;;;;;;;;;;;x;
Hacking Incident of $YEAR$;$YEAR$년 해킹사건;;;;;;;;;;;x;
Catastrophic!;파멸적이다!;;;;;;;;;;;x;
Enemy commerce raiding subsides;적국 통상파괴 중단;;;;;;;;;;;x;
Active commerce raiding by our enemies have ceased.;적국이 활발한 통상파괴를 멈췄습니다.;;;;;;;;;;;x;
Hooray!;만세!;;;;;;;;;;;x;
Lost ability to raid enemy shipping;통상파괴력 상실;;;;;;;;;;;x;
We no longer have any ports or sufficient naval ships to conduct raids on enemy shipping.;적 함선에게 공격을 수행하기에 충분한 항구 또는 함정이 없습니다.;;;;;;;;;;;x;
NOOOO!;안돼애애!;;;;;;;;;;;x;
$FROMCOUNTRY$ embargoing $COUNTRY$;$FROMCOUNTRY$의 $COUNTRY$ 금수조치;;;;;;;;;;;x;
Due to the recent deterioration in our relations with $FROMCOUNTRY$, they have decided to punish us by embargoing our nation. They hope that this will serve as a warning not to antagonise them and trigger a push to repair relations.;최근 관계가 나빠진 $FROMCOUNTRY$이(가) 우리나라에 금수조치를 발령하기로 결정했습니다. 그들은 이번 조치가 반감을 늘리는 대신 관계 회복에 박차를 가할 경고 역할을 하기를 바라고 있습니다.;;;;;;;;;;;x;
They will pay for this!;대가를 치뤄야 할 것이다!;;;;;;;;;;;x;
Seek dialogue!;대화를 모색한다!;;;;;;;;;;;x;
Peaceful/Unstable Regions;평화로운/불안정한 지방;;;;;;;;;;;x;
Great News!;대단한 소식이다!;;;;;;;;;;;x;
Who cares?;누가 신경써?;;;;;;;;;;;x;
Due to the presence of war and rebellions in our region, our area has declined in regional trade and cultural vibrancy as investors and citizens alike flee the tide of strife sweeping the region.;국내 지방에서 있었던 전쟁과 반란으로 인해 투자자와 시민 모두가 이 지역을 휩쓰는 분쟁의 물결을 피하면서 무역과 문화적 활기가 줄어들고 있습니다.;;;;;;;;;;;x;
$FROMCOUNTRY_ADJ$ International Peace Summit?;$FROMCOUNTRY$의 만국평화회의 요청;;;;;;;;;;;x;
International Peace Summit in $CAPITAL$ Collapses;$CAPITAL$ 만국평화회의 실패;;;;;;;;;;;x;
The superpowers have decided to reject our offer to host summit talks to soothe tensions between the superpowers as they are unable to reconcile their deep divisions at the moment.;현재 깊은 분열을 조율할 수 없다고 판단한 초강대국들이 초강대국 간 긴장 완화를 위한 정상회담 개최 제안을 거부하기로 결정했습니다.;;;;;;;;;;;x;
International Peace Summit in $CAPITAL$;$CAPITAL$ 만국평화회의 성공;;;;;;;;;;;x;
The superpowers have decided to accept our offer to host summit talks to soothe tensions between the superpowers. Our nation managed to get some limelight in the international scene for this, in addition to gaining more superpower goodwill.;초강대국들이 초강대국 간 긴장 완화를 위한 정상회담 개최 제안을 수락하기로 결정했습니다 우리나라는 이를 통해 국제무대에서 주목을 끌 수 있었습니다. 게다가 친선관계도 강화했습니다.;;;;;;;;;;;x;
We are now a G20 member;G20 회원국;;;;;;;;;;;x;
We are now a G77 member;G77 회원국;;;;;;;;;;;x;
We will strive to prosper!;번영하리라!;;;;;;;;;;;x;
The Reunification of Germany;독일 재통일;;;;;;;;;;;x;
Deutschland Uber Alles!;세계에서 으뜸가는 독일!;;;;;;;;;;;x;
Return of $FROMCOUNTRY$'s former territories?;구 $FROMCOUNTRY_ADJ$ 반환?;;;;;;;;;;;x;
Return the territories!;영토를 반환한다!;;;;;;;;;;;x;
Hold onto the territories!;영토를 고수한다!;;;;;;;;;;;x;
$FROMCOUNTRY$ Returns $COUNTRY_ADJ$ Lands;$FROMCOUNTRY$의 영토 반환 요청 수용;;;;;;;;;;;x;
$FROMCOUNTRY$ Refuses to Return $COUNTRY_ADJ$ Lands;$FROMCOUNTRY$의 영토 반환 요청 거부;;;;;;;;;;;x;
$FROMCOUNTRY$ finds that the time is not right yet to return our sacred and sovereign lands back to us. They cite reasons as disagreements over how to transfer the territories to us. We believe that it is an excuse to keep them in perpetuity.;$FROMCOUNTRY$은(는) 아직 신성하고 주권적인 땅을 돌려줄 때가 아니라고 밝혔습니다. 그들은 이러한 이유로 영토 양도하는 방안에 대한 의견 불일치를 인용합니다. 그러나 국내에서는 이것이 영토를 영구히 유지하기 위한 핑계라고 믿습니다.;;;;;;;;;;;x;
We have to reseize the lands by force!;힘으로라도 되찾아야 한다!;;;;;;;;;;;x;
The $MONARCHTITLE$ flees the country;$MONARCHTITLE$의 망명;;;;;;;;;;;x;
He is a coward!;그는 겁쟁이다!;;;;;;;;;;;x;
$FROMCOUNTRY$'s leader flees to our country;$FROMCOUNTRY$ 국가원수의 망명;;;;;;;;;;;x;
Give him asylum!;망명을 받아준다!;;;;;;;;;;;x;
Deport him back to $FROMCOUNTRY$ to face execution;그를 $FROMCOUNTRY$으(로) 강제추방한다.;;;;;;;;;;;x;
Autonomous Region of Bougainville;부겐빌 자치구;;;;;;;;;;;x;
Grant limited self-rule!;제한적 자치권을 부여한다!;;;;;;;;;;;x;
Refuse self autonomy;자치권은 무필요하다.;;;;;;;;;;;x;
Charter for the Kingdom of the Netherlands;네덜란드 왕국에 관한 헌장;;;;;;;;;;;x;
Sign the Charter!;헌장에 서명한다!;;;;;;;;;;;x;
Maintain direct rule;직할통치를 유지한다.;;;;;;;;;;;x;
Operation Barracuda;바라쿠다 작전;;;;;;;;;;;x;;
Depose Bokassa!;보카사를 축출한다!;;;;;;;;;;;x;
Let the banana empire remain;바나나 제국이 이어가도록 놔두자.;;;;;;;;;;;x;
Media conspiracy to influence the $YEAR$ election;$YEAR$년 선거에 대한 매체의 음모;;;;;;;;;;;x;
Nuclear Shelters Activated;핵대피소 활성화;;;;;;;;;;;x;
A significant part of the population in nuclear hit areas have managed to seek refuge in purpose built bunkers to tide through the nuclear fallout.;핵무기를 투하한 지역의 주민 상당수가 낙진을 피하기 위해 만든 핵대피소를 찾아냈습니다.;;;;;;;;;;;x;
A moment of silence for those who didn't make it;대피소를 찾지 못한 분들을 위해 잠시 침묵의 순간을 갖겠다.;;;;;;;;;;;x;
All clear to leave the Nuclear Shelters;핵대피소 피난 경보 해제;;;;;;;;;;;x;
It is now safe to leave the nuclear shelters so our population is now slowly rebuilding the nuclear hit areas back to their glory days.;이제 핵대피소를 떠나도 안전합니다. 때문에 우리 국민들은 핵무기가 떨어진 지역을 서서히 예전의 영광스러웠던 시절로 되돌리고 있습니다.;;;;;;;;;;;x;
We will rebuild civilisation;문명을 재건하자.;;;;;;;;;;;x;
Question over the West Bank;요르단강 서안 문제;;;;;;;;;;;x;
Give the West Bank to Israel;요르단강 서안을 이스라엘에게 준다.;;;;;;;;;;;x;
Grant limited autonomy to the Palestinians;팔레스타인에게 제한적 자치권을 부여한다.;;;;;;;;;;;x;
Revert back to the UN partition Plan;국제연합의 분할안으로 회귀한다.;;;;;;;;;;;x;
Hold onto the West Bank!;요르단강 서안을 내주지 않는다!;;;;;;;;;;;x;
Emirate of Cyrenaica;키레나이카 토후국;;;;;;;;;;;x;
Establish the Emirate;토후국을 수립한다.;;;;;;;;;;;x;
Aim for a united Libya;통합 리비아를 목표로 한다.;;;;;;;;;;;x;
Independence of Fezzan-Ghadames;페잔-가다메스 독립;;;;;;;;;;;x;
Establish the Kingdom;왕국을 수립한다.;;;;;;;;;;;x;
United Kingdom of Libya;리비아 통합왕국;;;;;;;;;;;x;
Form a United Libya;통합왕국을 결성한다.;;;;;;;;;;;x;
Create a Federation instead;연방을 대신 창설한다.;;;;;;;;;;;x;
Diplomatic Sanctions imposed on $COUNTRY$;국제연합의 $COUNTRY$ 외교적 제재 결정;;;;;;;;;;;x;
Deny the UN's accusations!;국제연합의 비난을 거부한다!;;;;;;;;;;;x;
Political Sanctions imposed on $COUNTRY$;국제연합의 $COUNTRY$ 정치적 제재 결정;;;;;;;;;;;x;
Renounce the sanctions as biased!;편향적 제재는 무시한다!;;;;;;;;;;;x;
Economic Sanctions imposed on $COUNTRY$;국제연합의 $COUNTRY$ 경제적 제재 결정;;;;;;;;;;;x;
We will not surrender to such economic terrorism!;이런 경제테러에 굴복하지 않겠다!;;;;;;;;;;;x;
We celebrate the end of the sanctions;제재 해제를 자축한다.;;;;;;;;;;;x;
Republics of the Soviet Union;소련 구성 공화국;;;;;;;;;;;x;
$FROMCOUNTRY$ Goes Bankrupt;$FROMCOUNTRY$ 파산;;;;;;;;;;;x;
They will need to restructure their debt themselves!;그들 스스로 부채 구조를 조정하겠지.;;;;;;;;;;;x;
We will grant them a bailout!;긴급 구제를 시행하겠다.;;;;;;;;;;;x;
New Flag for Mauritania;모리타니의 새 국기;;;;;;;;;;;x;
Adopt the new flag;새 국기를 채택한다.;;;;;;;;;;;x;
Stick to the old one;기존의 국기를 유지한다.;;;;;;;;;;;x;
Universal Declaration of Human Rights;세계인권선언;;;;;;;;;;;x;
We will now face more international scrutiny;이제 더 국제적인 면밀한 조사를 마주하겠군.;;;;;;;;;;;x;
Poor Human Rights in $COUNTRY$;빈민의 인권;;;;;;;;;;;x;
There is nothing wrong in $COUNTRY$!;$COUNTRY$ 내에서 잘못된 것이란 없다!;;;;;;;;;;;x;
Restoration of Human Rights in $COUNTRY$;$COUNTRY$ 인권 부활;;;;;;;;;;;x;
We embrace freedom for all;모두를 위해 자유를 포용한다.;;;;;;;;;;;x;
The Cyprus Dispute;키프로스 분쟁;;;;;;;;;;;x;
Federate the Turkish and Greek Cypriots;그리스계와 터키계를 연합한다.;;;;;;;;;;;x;
Maintain the status quo;현재 상황을 유지한다.;;;;;;;;;;;x;
Self-determination for the Turks;터키를 위한 민족자결권을 행사한다.;;;;;;;;;;;x;
The Truman Doctrine;트루먼 독트린;;;;;;;;;;;x;
We will be the Arsenal of Democracy against Communism!;공산주의에 대항하는 민주주의의 무기고가 되겠다!;;;;;;;;;;;x;
We will not renounce our neutrality in international affairs;국제 문제에 있어 중립을 포기하지 않겠다.;;;;;;;;;;;x;
They are now the free world's policeman;그들은 자유세계의 경찰이다.;;;;;;;;;;;x;
Helsinki Accords of $YEAR$;$YEAR$년 헬싱키 협정;;;;;;;;;;;x;
This may well be the start of a detente between the superpowers;초강대국 간 긴장 완화의 시발점으로 작용하겠군.;;;;;;;;;;;x;
$YEAR$ Turkish general election;$YEAR$년 터키 총선거;;;;;;;;;;;x;
Democratic Party has won;민주당이 이겼다.;;;;;;;;;;;x;
Republican People's Party won;공화인민당이 이겼다.;;;;;;;;;;;x;
Nuclear Accident;원자력 사고;;;;;;;;;;;x;
Do all we can to contain the radioactive fallout!;무슨 수를 써서라도 방사능 낙진을 막아야 한다!;;;;;;;;;;;x;
State Visit by a major Geopolitical Power;지정학적 주요 강대국 국빈 방문;;;;;;;;;;;x;
Discuss deepening trade ties;무역관계 악화를 논의한다.;;;;;;;;;;;x;
Discuss mutual interests;양국의 이익을 논의한다.;;;;;;;;;;;x;
Discuss contentious issues;논쟁의 여지가 많은 쟁점을 논의한다.;;;;;;;;;;;x;
The Atomic Age;원자력시대;;;;;;;;;;;x;
The power of a thousand suns is now in our hands;수많은 태양이 우리 손에 있다.;;;;;;;;;;;x;
The Space Age;우주시대;;;;;;;;;;;x;
The Information Age;정보시대;;;;;;;;;;;x;
This is a new era of hyper-connectivity;초연결성의 신시대가 왔다.;;;;;;;;;;;x;
Age of Automation;자동화시대;;;;;;;;;;;x;
I, Robot;나, 로봇.;;;;;;;;;;;x;
The Far Future;먼 미래;;;;;;;;;;;x;
Tomorrow belongs to the people who prepare for it today;내일은 오늘 준비한 이들에게 주어진다.;;;;;;;;;;;x;
The Danzig Question;단치히 문제;;;;;;;;;;;x;
Restore the sovereignty of Danzig;단치히의 주권을 복원한다.;;;;;;;;;;;x;
Grant partial autonomy to the Danzig;단치히에게 부분적 자치권을 부여한다.;;;;;;;;;;;x;
Keep hold of the Danzig;단치히의 소유권을 유지한다.;;;;;;;;;;;x;
The Union of India;인도 연합;;;;;;;;;;;x;
We have finally ended British Rule;최종적으로 영국의 통치를 종식했다.;;;;;;;;;;;x;
Join the Union fully;연합에 완전히 가입한다.;;;;;;;;;;;x;
Declare independence;독립을 선언한다.;;;;;;;;;;;x;
Question of the Princely States;번국 문제;;;;;;;;;;;x;
Demand integration;통합을 요구한다.;;;;;;;;;;;x;
Allow each Princely State self-autonomy;각각의 번국에게 자치권을 부여한다.;;;;;;;;;;;x;
Developmental Levels;개발도;;;;;;;;;;;x;
Time to start developing our nation;국가를 개발할 시간이다.;;;;;;;;;;;x;
Developmental Levels Progress;개발도 상승;;;;;;;;;;;x;
Press ahead with our nation's development;국가의 발전을 밀고 나가자.;;;;;;;;;;;x;
End War with non-existent nations;존재하지 않는 국가들과의 전쟁 종전;;;;;;;;;;;x;
This event periodically fires during wars to ensure that your nation is not at war with non-existent nations.;이 사건은 전쟁 중마다 주기적으로 존재하지 않는 국가들과의 전쟁을 종전하기 위함입니다.;;;;;;;;;;;x;
Good;좋다.;;;;;;;;;;;x;
End War with non-existent nation;존재하지 않는 국가와의 전쟁 종전;;;;;;;;;;;x;
As the country no longer exists, the war has ceased.;해당 국가가 이제 존재하지 않으므로 전쟁이 끝납니다.;;;;;;;;;;;x;
Return of the Rhodesian Front;로디지아 전선의 귀환;;;;;;;;;;;x;
Maintain total White Rule;백인의 총체적 지배를 유지한다.;;;;;;;;;;;x;
Be more moderate;더 온건해져야 한다.;;;;;;;;;;;x;
Preserving our Neutrality;중립성 보존;;;;;;;;;;;x;
As we are a neutral country, we will not have alliances with other nations. This is to ensure that we will not be accidentally brought into a third party war.;중립국이므로 다른 나라들과 동맹을 맺을 수 없습니다. 이는 우발적으로 제3국의 전쟁에 휘말리지 않도록 하기 위함입니다.;;;;;;;;;;;x;
Splendid isolation is the best way to prosper;영광스러운 고립이 번영을 위한 최선의 길이다.;;;;;;;;;;;x;
Transition to Zimbabwe;짐바브웨로의 체제 전환?;;;;;;;;;;;x;
Transition to Zimbabwe;짐바브웨로 전환한다.;;;;;;;;;;;x;
Stay as Zimbabwe-Rhodesia;짐바브웨-로디지아를 유지한다.;;;;;;;;;;;x;
USS Liberty incident;리버티호 사건;;;;;;;;;;;x;
Blame the Arabs;아랍을 비난한다.;;;;;;;;;;;x;
Punish the Israelis;이스라엘을 처벌한다.;;;;;;;;;;;x;
Renewable Energy Level 1;재생에너지 의존도 1;;;;;;;;;;;x;
Minimal dependence on renewable energy has enabled us to decrease our resource consumption.;재생에너지에 대한 극소한의 의존으로 자원 소비를 줄였습니다.;;;;;;;;;;;x;
Renewable Energy Level 2;재생에너지 의존도 2;;;;;;;;;;;x;
Low dependence on renewable energy has enabled us to decrease our resource consumption.;재생에너지에 대한 낮은 의존으로 자원 소비를 줄였습니다.;;;;;;;;;;;x;
Renewable Energy Level 3;재생에너지 의존도 3;;;;;;;;;;;x;
Medium dependence on renewable energy has enabled us to decrease our resource consumption.;재생에너지에 대한 중간의 의존으로 자원 소비를 줄였습니다.;;;;;;;;;;;x;
Renewable Energy Level 4;재생에너지 의존도 4;;;;;;;;;;;x;
High dependence on renewable energy has enabled us to decrease our resource consumption.;재생에너지에 대한 높은 의존으로 자원 소비를 줄였습니다.;;;;;;;;;;;x;
Dissolution of the United Kingdom;연합왕국 해체;;;;;;;;;;;x;
With the loss of Scotland, Wales and Ireland, the United Kingdom has ceased to exist.;스코틀랜드, 웨일스, 아일랜드가 이탈하면서 연합왕국이 소멸했습니다.;;;;;;;;;;;x;
It's the end of an era;한 시대가 저물었다.;;;;;;;;;;;x;
$YEAR$ Act of Union;$YEAR$년 연합법;;;;;;;;;;;x;
As the former constituent nations of the United Kingdom are now under our nation, we have the opportunity to reform the United Kingdom.;연합왕국의 옛 구성국들이 지금 우리나라에 속하므로 연합왕국을 재결성할 수 있습니다.;;;;;;;;;;;x;
Britishmen of the World unite!;만국의 브리튼인이여 단결하라!;;;;;;;;;;;x;
Remain English;잉글랜드를 유지한다.;;;;;;;;;;;x;
Faroese Independence Referendum of $YEAR$;$YEAR$년 페로 독립 주민투표;;;;;;;;;;;x;
Refuse Independence;독립을 거부한다.;;;;;;;;;;;x;
Home Rule for the Faroe Islands;페로 자치;;;;;;;;;;;x;
Grant Self-Rule;자치를 수용한다.;;;;;;;;;;;x;
Retain Direct Rule;직할통치를 유지한다.;;;;;;;;;;;x;
Dissent amongst our Colonial Subjects;식민지 신민들의 불화;;;;;;;;;;;x;
A necessary evil to preserve the empire;식민제국의 유지를 위한 필요악이다.;;;;;;;;;;;x;
Colonial Dissent Review;식민지 주민들의 불안에 관한 보고서;;;;;;;;;;;x;
Some colonial subjects are gradually accepting $COUNTRY_ADJ$ rule;일부 식민지 식민이 점차 $COUNTRY$의 지배를 수용하고 있군.;;;;;;;;;;;x;
Colonial Legitimacy;식민지의 합법성;;;;;;;;;;;x;
As we have ruled over some of our colonies for so long, the international community has now accepted our legitimacy to rule over those areas.;오랫동안 식민지의 일부를 지배해왔다는 사실을 받아들인 국제사회가 이제 그러한 지역의 통치에 관한 우리의 합법성을 받아들였습니다.;;;;;;;;;;;x;
Our empire is finally gaining acceptance;우리 식민제국을 마침내 받아들이고 있군.;;;;;;;;;;;x;
Home Rule for Greenland;그린란드 자치;;;;;;;;;;;x;
The Taiwan Question;대만 문제;;;;;;;;;;;x;
Integrate into $COUNTRY$;$COUNTRY$에 통합한다.;;;;;;;;;;;x;
Cede sovereignty to Japan;일본에 양도한다.;;;;;;;;;;;x;
$YEAR$ Southeast Asian haze;$YEAR$년 동남아시아의 안개;;;;;;;;;;;x;
Cough Cough;콜록, 콜록;;;;;;;;;;;x;
Illegal State of Emergency;불법적 비상사태;;;;;;;;;;;x;
Return to democracy;민주주의로 회귀한다.;;;;;;;;;;;x;
I'll make it legal (become a dictatorship);불법을 합법으로 바꾸면 된다(독재제 수립).;;;;;;;;;;;x;
Prolong the State of emergency!;비상사태를 연장한다!;;;;;;;;;;;x;
$COUNTRY_ADJ$ High Command in disarray;$COUNTRY$ 최고사령부의 혼란;;;;;;;;;;;x;
Reform the High Command;최고사령부를 개혁한다.;;;;;;;;;;;x;
Let them bicker;더 심하게 싸우게 놔둔다.;;;;;;;;;;;x;
$YEAR$ $CAPITAL$ Rally;$YEAR$년 $CAPITAL$ 가두시위;;;;;;;;;;;x;
Long Live the $MONARCHTITLE$!;$MONARCHTITLE$ 만세!;;;;;;;;;;;x;
Begin the emancipation of the $COUNTRY_ADJ$ people!;$COUNTRY$ 국민들의 해방을 시작하라!;;;;;;;;;;;x;
$COUNTRY_ADJ$ia;$COUNTRY$의 도시;;;;;;;;;;;x;
A city that will last a 1000 years;천년을 지속할 도시다.;;;;;;;;;;;x;
Toppling of the $COUNTRY_ADJ$ dictorship;$COUNTRY$ 독재자 실각;;;;;;;;;;;x;
Rejoice;기쁘다.;;;;;;;;;;;x;
Hong Kong as a British Dependent Territory?;영국령 속령으로서의 홍콩?;;;;;;;;;;;x;
Push for Hong Kong independence;홍콩의 독립을 요구한다.;;;;;;;;;;;x;
Hong Kong Independence?;홍콩 독립?;;;;;;;;;;;x;
Keep Hong Kong's current status;홍콩의 현재 지위를 유지한다.;;;;;;;;;;;x;
